"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=species&interval=Paleogene,Quaternary&cc=EUR&show=class,timebins,acconly"
"Access Time","Thu 2021-07-01 18:01:05 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","species"
"","cc","EUR"
"","interval","Paleogene,Quaternary"
"","timerule","major"
"","taxon_status","all"
"","show","class,timebins,acconly"
"Elapsed Time","2.17"
"Records Found","12426"
"Records Returned","12426"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","time_bins"
"1352310","occ","","","36709","Nimravus intermedius","species","347808","MP 23","","33.9","28.4","61223","Chordata","Mammalia","Carnivora","Nimravidae","Nimravus","Rupelian"
"1352311","occ","","","183377","Stenoplesictis minor","species","332924","MP 23","","33.9","28.4","61223","Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Stenoplesictis","Rupelian"
"1352312","occ","33136","","36717","Pseudobassaris riggsi","species","350464","MP 25","","33.9","23.03","61567","Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pseudobassaris","Rupelian"
"1352313","occ","","","60214","Nimravus intermedius","species","347808","MP 25","","33.9","23.03","61223","Chordata","Mammalia","Carnivora","Nimravidae","Nimravus","Rupelian"
"1352314","occ","","","60214","Dinailurictis bonali","species","348601","MP 25","","33.9","23.03","61223","Chordata","Mammalia","Carnivora","Nimravidae","Dinailurictis","Rupelian"
"1352315","occ","","","60214","Stenogale intermedia","species","348602","MP 25","","33.9","23.03","61223","Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Stenogale","Rupelian"
"1352316","occ","","","60214","Stenoplesictis minor","species","332924","MP 25","","33.9","23.03","61223","Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Stenoplesictis","Rupelian"
"1352317","occ","33137","","60214","Pseudobassaris riggsi","species","350464","MP 25","","33.9","23.03","61567","Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pseudobassaris","Rupelian"
"1352318","occ","","","60281","Nimravus intermedius","species","347808","Chattian","","28.1","23.03","61223","Chordata","Mammalia","Carnivora","Nimravidae","Nimravus","Chattian"
"1352319","occ","","","60281","Dinailurictis bonali","species","348601","Chattian","","28.1","23.03","61223","Chordata","Mammalia","Carnivora","Nimravidae","Dinailurictis","Chattian"
"1352320","occ","","","60281","Quercylurus major","species","348604","Chattian","","28.1","23.03","61223","Chordata","Mammalia","Carnivora","Nimravidae","Quercylurus","Chattian"
"1352321","occ","","","179147","Quercylurus major","species","348604","MP 23","","33.9","28.4","61223","Chordata","Mammalia","Carnivora","Nimravidae","Quercylurus","Rupelian"
"1352322","occ","","","60281","Cadurcotherium cayluxi","species","348605","Chattian","","28.1","23.03","61224","Chordata","Mammalia","Perissodactyla","Amynodontidae","Cadurcotherium","Chattian"
"1352323","occ","","","181101","Eggysodon gaudryi","species","347807","Rupelian","","33.9","28.1","61225","Chordata","Mammalia","Perissodactyla","Eggysodontidae","Eggysodon","Rupelian"
"1352324","occ","","","125329","Allacerops pomeli","species","337882","Chattian","","28.1","23.03","61225","Chordata","Mammalia","Perissodactyla","Eggysodontidae","Allacerops","Chattian"
"1352325","occ","","","60281","Eggysodon gaudryi","species","347807","Chattian","","28.1","23.03","61225","Chordata","Mammalia","Perissodactyla","Eggysodontidae","Eggysodon","Chattian"
"1352341","occ","","","183396","Peratherium matronense","species","347682","MP 10","MP 11","55.8","40.4","61226","Chordata","Mammalia","Marsupialia","Herpetotheriidae","Peratherium","Ypresian"
"1352343","occ","","","183396","Amphiperatherium goethei","species","347684","MP 10","MP 11","55.8","40.4","61226","Chordata","Mammalia","Marsupialia","Herpetotheriidae","Amphiperatherium","Ypresian"
"1352351","occ","","","183396","Pronycticebus gaudryi","species","145090","MP 10","MP 11","55.8","40.4","61226","Chordata","Mammalia","Primates","NO_FAMILY_SPECIFIED","Pronycticebus","Ypresian"
"1352358","occ","","","143459","Palaeotherium magnum","species","374360","MP 18","MP 19","37.2","33.9","61227","Chordata","Mammalia","Perissodactyla","Palaeotheriidae","Palaeotherium","Priabonian"
"1352359","occ","","","183397","Monachus monachus","species","104981","Holocene","","0.0117","0","61228","Chordata","Mammalia","Carnivora","Phocidae","Monachus","Holocene"
"1352384","occ","","","183408","Phoca caspica","species","98693","Holocene","","0.0117","0","61237","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Holocene"
"1352738","occ","","","68440","Pantolestes sabatieri","species","348681","MP 10","","55.8","48.6","61252","Chordata","Mammalia","Cimolesta","Pantolestidae","Pantolestes","Ypresian"
"1352740","occ","","","68440","Premontrelestes duchaussoisi","species","348682","MP 10","","55.8","48.6","61252","Chordata","Mammalia","Cimolesta","Pantolestidae","Premontrelestes","Ypresian"
"1352744","occ","","","141838","Beneziphius cetariensis","species","348684","Messinian","Zanclean","7.246","3.6","61254","Chordata","Mammalia","Cetacea","Ziphiidae","Beneziphius","Messinian"
"1352882","occ","","","68440","Eurodexis russelli","species","347601","MP 10","","55.8","48.6","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Eurodexis","Ypresian"
"1352884","occ","","","68440","Diacodexis varleti","species","347529","MP 10","","55.8","48.6","61257","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis","Ypresian"
"1352885","occ","","","182640","Eurodexis russelli","species","347601","MP 8 + 9","","55.8","48.6","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Eurodexis","Ypresian"
"1352886","occ","","","181653","Eurodexis russelli","species","347601","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Eurodexis","Ypresian"
"1352887","occ","","","35540","Eurodexis russelli","species","347601","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Eurodexis","Ypresian"
"1352888","occ","","","35539","Eurodexis russelli","species","347601","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Eurodexis","Ypresian"
"1352889","occ","","","179574","Diacodexis gazini","species","149491","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis","Ypresian"
"1352891","occ","","","35537","Diacodexis varleti","species","347529","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis","Ypresian"
"1352893","occ","","","35533","Diacodexis varleti","species","347529","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis","Ypresian"
"1352896","occ","","","35535","Diacodexis varleti","species","347529","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis","Ypresian"
"1352899","occ","","","84997","Diacodexis varleti","species","347529","MP 8 + 9","","55.8","48.6","61257","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis","Ypresian"
"1352900","occ","","","28546","Diacodexis varleti","species","347529","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis","Ypresian"
"1352901","occ","","","28546","Aumelasia menieli","species","347573","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Aumelasia","Ypresian"
"1352902","occ","","","28546","Eurodexis russelli","species","347601","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Eurodexis","Ypresian"
"1352903","occ","","","28546","Cuisitherium lydekkeri","species","103730","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Choeropotamidae","Cuisitherium","Ypresian"
"1352904","occ","","","182640","Diacodexis varleti","species","347529","MP 8 + 9","","55.8","48.6","61257","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis","Ypresian"
"1352905","occ","","","182640","Protodichobune oweni","species","103735","MP 8 + 9","","55.8","48.6","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Protodichobune","Ypresian"
"1352906","occ","","","181639","Protodichobune oweni","species","103735","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Protodichobune","Ypresian"
"1352907","occ","","","177753","Protodichobune oweni","species","103735","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Protodichobune","Ypresian"
"1352908","occ","","","177753","Aumelasia menieli","species","347573","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Aumelasia","Ypresian"
"1352909","occ","","","73387","Diacodexis varleti","species","347529","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis","Ypresian"
"1352910","occ","","","73387","Protodichobune oweni","species","103735","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Protodichobune","Ypresian"
"1352911","occ","","","73387","Aumelasia menieli","species","347573","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Aumelasia","Ypresian"
"1352912","occ","","","35540","Diacodexis varleti","species","347529","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis","Ypresian"
"1352913","occ","","","35540","Protodichobune oweni","species","103735","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Protodichobune","Ypresian"
"1352914","occ","","","35540","Aumelasia menieli","species","347573","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Aumelasia","Ypresian"
"1352915","occ","","","35540","Cuisitherium lydekkeri","species","103730","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Choeropotamidae","Cuisitherium","Ypresian"
"1352916","occ","","","181653","Diacodexis varleti","species","347529","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Diacodexeidae","Diacodexis","Ypresian"
"1352917","occ","","","181653","Protodichobune oweni","species","103735","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Protodichobune","Ypresian"
"1352918","occ","","","181653","Aumelasia menieli","species","347573","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Aumelasia","Ypresian"
"1352919","occ","","","181653","Cuisitherium lydekkeri","species","103730","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Choeropotamidae","Cuisitherium","Ypresian"
"1352920","occ","","","35539","Protodichobune oweni","species","103735","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Protodichobune","Ypresian"
"1352921","occ","","","35539","Aumelasia menieli","species","347573","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Aumelasia","Ypresian"
"1352922","occ","","","35539","Cuisitherium lydekkeri","species","103730","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Choeropotamidae","Cuisitherium","Ypresian"
"1352923","occ","","","183451","Protodichobune oweni","species","103735","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Dichobunidae","Protodichobune","Ypresian"
"1352924","occ","","","183451","Cuisitherium lydekkeri","species","103730","Ypresian","","56","47.8","61257","Chordata","Mammalia","Artiodactyla","Choeropotamidae","Cuisitherium","Ypresian"
"1352929","occ","","","183452","Amphiperatherium minutum","species","58757","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Marsupialia","Herpetotheriidae","Amphiperatherium","Rupelian"
"1352930","occ","","","183452","Amphiperatherium ambiguum","species","348687","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Marsupialia","Herpetotheriidae","Amphiperatherium","Rupelian"
"1352931","occ","","","183452","Amphiperatherium lamandini","species","348688","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Marsupialia","Herpetotheriidae","Amphiperatherium","Rupelian"
"1352932","occ","","","183452","Peratherium elegans","species","348592","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Marsupialia","Herpetotheriidae","Peratherium","Rupelian"
"1352933","occ","","","183452","Darbonetus aubrelongensis","species","92317","MP 22","","33.9","28.4","61260","Chordata","Mammalia","NO_ORDER_SPECIFIED","Nyctitheriidae","Darbonetus","Rupelian"
"1352934","occ","","","183452","Tetracus nanus","species","91816","MP 22","","33.9","28.4","61260","Chordata","Mammalia","NO_ORDER_SPECIFIED","Erinaceidae","Tetracus","Rupelian"
"1352937","occ","","","183452","Stehlinia gracilis","species","136294","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Chiroptera","Vespertilionidae","Stehlinia","Rupelian"
"1352938","occ","","","183452","Stehlinia bonisi","species","348689","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Chiroptera","Vespertilionidae","Stehlinia","Rupelian"
"1352939","occ","","","183452","Vespertiliavus gracilis","species","348690","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Chiroptera","Emballonuridae","Vespertiliavus","Rupelian"
"1352940","occ","","","183452","Hipposideros morloti","species","348692","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Chiroptera","Hipposideridae","Hipposideros","Rupelian"
"1352941","occ","","","183452","Palaeophyllophora quercyi","species","348691","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Chiroptera","Hipposideridae","Palaeophyllophora","Rupelian"
"1352942","occ","","","183452","Vaylatsia prisca","species","348693","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Chiroptera","Hipposideridae","Vaylatsia","Rupelian"
"1352943","occ","","","183452","Mixopteryx dubia","species","348695","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Chiroptera","NO_FAMILY_SPECIFIED","Mixopteryx","Rupelian"
"1352944","occ","","","183452","Mixopteryx weithoferi","species","348696","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Chiroptera","NO_FAMILY_SPECIFIED","Mixopteryx","Rupelian"
"1352945","occ","","","183452","Hyaenodon leptorhynchus","species","57925","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Hyaenodonta","Hyaenodontidae","Hyaenodon","Rupelian"
"1352946","occ","","","183452","Hyaenodon dubius","species","347809","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Hyaenodonta","Hyaenodontidae","Hyaenodon","Rupelian"
"1352947","occ","","","183452","Amphicynodon leptorhynchus","species","348697","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Carnivora","Ursidae","Amphicynodon","Rupelian"
"1352948","occ","","","183452","Pachycynodon boriei","species","348698","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Carnivora","Ursidae","Pachycynodon","Rupelian"
"1352949","occ","","","183452","Phoberogale minor","species","348699","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Carnivora","Ursidae","Phoberogale","Rupelian"
"1352951","occ","","","183452","Plagiolophus minor","species","348700","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Perissodactyla","Palaeotheriidae","Plagiolophus","Rupelian"
"1352954","occ","","","183452","Dichobune jehennei","species","347539","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Artiodactyla","Dichobunidae","Dichobune","Rupelian"
"1352955","occ","","","183452","Gelocus villebramarensis","species","349728","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Artiodactyla","Gelocidae","Gelocus","Rupelian"
"1352956","occ","","","183452","Blainvillimys gregarius","species","119783","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352957","occ","","","183452","Sciuromys cayluxi","species","348701","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1352958","occ","","","183452","Pseudoltinomys major","species","348595","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1352959","occ","","","31583","Blainvillimys langei","species","348550","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352960","occ","","","31753","Blainvillimys langei","species","348550","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352961","occ","","","36708","Blainvillimys langei","species","348550","MP 21","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352962","occ","","","68878","Blainvillimys helmeri","species","104697","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352963","occ","","","183377","Blainvillimys helmeri","species","104697","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352964","occ","","","36711","Blainvillimys helmeri","species","104697","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352965","occ","","","179147","Blainvillimys helmeri","species","104697","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352966","occ","","","183373","Blainvillimys helmeri","species","104697","Rupelian","","33.9","28.1","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352967","occ","","","91491","Blainvillimys helmeri","species","104697","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352969","occ","","","183373","Blainvillimys gregarius","species","119783","Rupelian","","33.9","28.1","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352970","occ","","","181092","Blainvillimys gregarius","species","119783","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352971","occ","","","179142","Blainvillimys gregarius","species","119783","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352972","occ","","","183371","Blainvillimys gregarius","species","119783","Rupelian","","33.9","28.1","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1352973","occ","","","183452","Butseloglis tenuis","species","119863","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Butseloglis","Rupelian"
"1352974","occ","","","183452","Palaeosciurus goti","species","348702","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Sciuridae","Palaeosciurus","Rupelian"
"1352975","occ","","","183452","Lophallomys atavus","species","348706","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Aplodontidae","Lophallomys","Rupelian"
"1352976","occ","","","183452","Atavocricetodon nanus","species","94299","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Cricetidae","Atavocricetodon","Rupelian"
"1353422","occ","","","59885","Sciuromys cayluxi","species","348701","Rupelian","","33.9","28.1","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353423","occ","","","181092","Sciuromys cayluxi","species","348701","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353424","occ","","","179142","Sciuromys cayluxi","species","348701","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353425","occ","","","179147","Sciuromys cayluxi","species","348701","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353426","occ","","","36709","Sciuromys cayluxi","species","348701","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353427","occ","","","183377","Sciuromys cayluxi","species","348701","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353428","occ","","","183373","Sciuromys cayluxi","species","348701","Rupelian","","33.9","28.1","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353429","occ","","","68878","Sciuromys cayluxi","species","348701","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353430","occ","","","179142","Pseudoltinomys major","species","348595","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1353431","occ","","","179141","Pseudoltinomys major","species","348595","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1353432","occ","","","183376","Pseudoltinomys major","species","348595","Rupelian","","33.9","28.1","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1353433","occ","","","68878","Pseudoltinomys major","species","348595","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1353434","occ","","","36711","Pseudoltinomys major","species","348595","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1353435","occ","","","179147","Pseudoltinomys major","species","348595","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1353436","occ","","","36709","Pseudoltinomys major","species","348595","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1353437","occ","","","183373","Pseudoltinomys major","species","348595","Rupelian","","33.9","28.1","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1353438","occ","","","183377","Pseudoltinomys major","species","348595","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1353440","occ","","","179141","Issiodoromys medius","species","348556","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Issiodoromys","Rupelian"
"1353441","occ","","","183376","Issiodoromys medius","species","348556","Rupelian","","33.9","28.1","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Issiodoromys","Rupelian"
"1353442","occ","","","36711","Issiodoromys medius","species","348556","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Issiodoromys","Rupelian"
"1353443","occ","","","179147","Issiodoromys medius","species","348556","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Issiodoromys","Rupelian"
"1353444","occ","","","36709","Issiodoromys medius","species","348556","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Issiodoromys","Rupelian"
"1353445","occ","","","183373","Issiodoromys medius","species","348556","Rupelian","","33.9","28.1","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Issiodoromys","Rupelian"
"1353446","occ","","","183377","Issiodoromys medius","species","348556","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Issiodoromys","Rupelian"
"1353447","occ","","","36708","Lophallomys atavus","species","348706","MP 21","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Aplodontidae","Lophallomys","Rupelian"
"1353448","occ","","","31583","Lophallomys atavus","species","348706","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Aplodontidae","Lophallomys","Rupelian"
"1353449","occ","","","179142","Butseloglis tenuis","species","119863","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Butseloglis","Rupelian"
"1353450","occ","","","68878","Butseloglis tenuis","species","119863","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Butseloglis","Rupelian"
"1353451","occ","","","179140","Palaeosciurus goti","species","348702","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Sciuridae","Palaeosciurus","Rupelian"
"1353452","occ","","","31583","Palaeosciurus goti","species","348702","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Sciuridae","Palaeosciurus","Rupelian"
"1353453","occ","","","179141","Palaeosciurus goti","species","348702","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Sciuridae","Palaeosciurus","Rupelian"
"1353454","occ","","","179142","Palaeosciurus goti","species","348702","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Sciuridae","Palaeosciurus","Rupelian"
"1353455","occ","","","36709","Palaeosciurus goti","species","348702","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Sciuridae","Palaeosciurus","Rupelian"
"1353456","occ","","","36711","Palaeosciurus goti","species","348702","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Sciuridae","Palaeosciurus","Rupelian"
"1353457","occ","","","179147","Palaeosciurus goti","species","348702","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Sciuridae","Palaeosciurus","Rupelian"
"1353458","occ","","","36715","Palaeosciurus goti","species","348702","MP 28","","28.4","23.03","61260","Chordata","Mammalia","Rodentia","Sciuridae","Palaeosciurus","Chattian"
"1353459","occ","","","31583","Tarnomys quercinus","species","119879","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Pseudosciuridae","Tarnomys","Rupelian"
"1353461","occ","","","31583","Pseudoltinomys gaillardi","species","117803","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1353462","occ","","","31583","Schizogliravus micio","species","348847","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Rupelian"
"1353463","occ","","","31583","Oligodyromys planus","species","132052","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Bransatoglis","Rupelian"
"1353465","occ","","","31583","Sciurodon cadurcensis","species","349901","Early Oligocene","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Aplodontidae","Sciurodon","Rupelian"
"1353466","occ","","","179142","Paratheridomys margaritae","species","348563","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Paratheridomys","Rupelian"
"1353467","occ","","","179142","Schizogliravus micio","species","348847","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Rupelian"
"1353468","occ","","","179142","Glamys priscus","species","90867","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Glamys","Rupelian"
"1353470","occ","","","181092","Schizogliravus micio","species","348847","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Rupelian"
"1353471","occ","","","181092","Glamys priscus","species","90867","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Glamys","Rupelian"
"1353473","occ","","","181092","Plesispermophilus angustidens","species","348904","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Aplodontidae","Plesispermophilus","Rupelian"
"1353474","occ","","","183381","Schizogliravus micio","species","348847","Rupelian","","33.9","28.1","61260","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Rupelian"
"1353475","occ","","","36709","Suevosciurus ehingensis","species","374348","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Suevosciurus","Rupelian"
"1353476","occ","","","36709","Paratheridomys margaritae","species","348563","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Paratheridomys","Rupelian"
"1353477","occ","","","36709","Butseloglis tenuis","species","119863","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Butseloglis","Rupelian"
"1353479","occ","","","36709","Glamys priscus","species","90867","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Glamys","Rupelian"
