"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=species&interval=Paleogene,Quaternary&cc=ASI&show=class"
"Access Time","Fri 2021-07-02 05:12:54 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","species"
"","cc","ASI"
"","interval","Paleogene,Quaternary"
"","timerule","major"
"","taxon_status","all"
"","show","class"
"Elapsed Time","1.87"
"Records Found","5284"
"Records Returned","5284"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus"
"299391","occ","32197","","28792","n. gen. Zhongjianoletes n. sp. chowi","species","337889","","Zhongjianoletes chowi","species","337889","Middle Eocene","","48.6","37.2","58466","Chordata","Mammalia","Perissodactyla","Lophialetidae","Zhongjianoletes"
"299392","occ","32198","","28792","n. gen. Acrotitan n. sp. ulanshirehensis","species","296303","","Acrotitan ulanshirehensis","species","296303","Middle Eocene","","48.6","37.2","58466","Chordata","Mammalia","Perissodactyla","Brontotheriidae","Acrotitan"
"299405","occ","10241","","28784","Sinohippus zitteli","species","53169","","Sinohippus zitteli","species","53168","Early Pliocene","","5.333","3.6","7907","Chordata","Mammalia","Perissodactyla","Equidae","Sinohippus"
"300637","occ","","","28938","Andrewsiphius sloani","species","63152","","Andrewsiphius sloani","species","63120","Lutetian","","47.8","41.3","7933","Chordata","Mammalia","Cetacea","Remingtonocetidae","Andrewsiphius"
"300638","occ","","","28938","Remingtonocetus domandaensis","species","53239","","Remingtonocetus domandaensis","species","53239","Lutetian","","47.8","41.3","7933","Chordata","Mammalia","Cetacea","Remingtonocetidae","Remingtonocetus"
"300639","occ","","","28938","Dalanistes ahmedi","species","53241","","Dalanistes ahmedi","species","53241","Lutetian","","47.8","41.3","7933","Chordata","Mammalia","Cetacea","Remingtonocetidae","Dalanistes"
"300803","occ","","","28972","n. gen. Takracetus n. sp. simus","species","53298","","Takracetus simus","species","53298","Lutetian","","47.8","41.3","7939","Chordata","Mammalia","Cetacea","Protocetidae","Takracetus"
"300804","occ","","","28973","Rodhocetus kasrani","species","53296","corrected to","Rodhocetus kasranii","species","53296","Lutetian","","47.8","41.3","7939","Chordata","Mammalia","Cetacea","Protocetidae","Rodhocetus"
"300805","occ","","","28974","n. gen. Gaviacetus n. sp. razai","species","53299","","Gaviacetus razai","species","53299","Lutetian","","47.8","41.3","7939","Chordata","Mammalia","Cetacea","Protocetidae","Gaviacetus"
"300806","occ","","","28974","n. gen. Dalanistes n. sp. ahmedi","species","53241","","Dalanistes ahmedi","species","53241","Lutetian","","47.8","41.3","7939","Chordata","Mammalia","Cetacea","Remingtonocetidae","Dalanistes"
"300807","occ","","","28975","n. gen. Rodhocetus n. sp. kasrani","species","53296","corrected to","Rodhocetus kasranii","species","53296","Lutetian","","47.8","41.3","8323","Chordata","Mammalia","Cetacea","Protocetidae","Rodhocetus"
"300808","occ","","","28976","Indocetus ramani","species","53308","","Indocetus ramani","species","53308","Lutetian","","47.8","41.3","8324","Chordata","Mammalia","Cetacea","Protocetidae","Indocetus"
"300810","occ","","","28978","n. gen. Pakicetus n. sp. inachus","species","53310","","Pakicetus inachus","species","53310","Lutetian","","47.8","41.3","8326","Chordata","Mammalia","Cetacea","Pakicetidae","Pakicetus"
"300811","occ","","","28979","Protosiren n. sp. sattaensis","species","53313","","Protosiren sattaensis","species","53313","Bartonian","","41.3","38","8327","Chordata","Mammalia","Sirenia","Protosirenidae","Protosiren"
"300812","occ","","","28980","Babiacetus indicus","species","53314","","Babiacetus indicus","species","53314","Bartonian","","41.3","38","8327","Chordata","Mammalia","Cetacea","Protocetidae","Babiacetus"
"300813","occ","","","28981","n. gen. Artiocetus n. sp. clavis","species","53317","","Artiocetus clavis","species","53317","Lutetian","","47.8","41.3","8328","Chordata","Mammalia","Cetacea","Protocetidae","Artiocetus"
"300814","occ","","","28981","Rodhocetus n. sp. balochistanensis","species","53318","","Rodhocetus balochistanensis","species","53318","Lutetian","","47.8","41.3","8328","Chordata","Mammalia","Cetacea","Protocetidae","Rodhocetus"
"301454","occ","","","28245","cf. Hexaprotodon harvardi","species","77332","recombined as","Archaeopotamus harvardi","species","77332","Late Miocene","","11.608","5.333","7915","Chordata","Mammalia","Artiodactyla","Hippopotamidae","Archaeopotamus"
"302824","occ","11158","","11798","Sinoadapis carnosus","species","58420","","Sinoadapis carnosus","species","58420","Tortonian","","11.62","7.246","11208","Chordata","Mammalia","Primates","Sivaladapidae","Sinoadapis"
"303684","occ","","","31009","Rhodopagus aff. minutissimus","species","332426","recombined as","Pataecops minutissimus","species","332426","Arshantan","","48.6","37.2","8373","Chordata","Mammalia","Perissodactyla","Hyracodontidae","Pataecops"
"303820","occ","","","31036","Birbalomys woodi","species","66480","","Birbalomys woodi","species","66480","Middle Eocene","","48.6","37.2","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Birbalomys"
"303821","occ","","","31036","Birbalomys sondaari","species","66483","","Birbalomys sondaari","species","66482","Middle Eocene","","48.6","37.2","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Birbalomys"
"303822","occ","","","31036","Birbalomys ibrahimshahi","species","345400","","Birbalomys ibrahimshahi","species","66524","Middle Eocene","","48.6","37.2","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Birbalomys"
"303823","occ","","","31036","Basalomys vandermeuleni","species","345402","","Basalomys vandermeuleni","species","66485","Middle Eocene","","48.6","37.2","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Basalomys"
"303824","occ","","","31036","Basalomys ijlsti","species","345403","","Basalomys ijlsti","species","67675","Middle Eocene","","48.6","37.2","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Basalomys"
"303825","occ","","","31036","Chapattimys wilsoni","species","66523","","Chapattimys wilsoni","species","66523","Middle Eocene","","48.6","37.2","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Chapattimys"
"303826","occ","","","31036","cf. Advenimus bohlini","species","334462","recombined as","Saykanomys bohlini","species","334462","Middle Eocene","","48.6","37.2","8377","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Saykanomys"
"304406","occ","","","31106","Indohyus aff. indirae","species","86796","","Indohyus indirae","species","86796","Middle Eocene","","48.6","37.2","8384","Chordata","Mammalia","Artiodactyla","Raoellidae","Indohyus"
"304768","occ","","","31160","Bunodentus aff. inflatus","species","69128","recombined as","Khirtharia inflatus","species","69128","Early Eocene","","55.8","48.6","8384","Chordata","Mammalia","Artiodactyla","Raoellidae","Khirtharia"
"332411","occ","","","31299","Birbalomys woodi","species","66480","","Birbalomys woodi","species","66480","Lutetian","","47.8","41.3","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Birbalomys"
"332412","occ","","","31299","Birbalomys sondaari","species","66483","","Birbalomys sondaari","species","66482","Lutetian","","47.8","41.3","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Birbalomys"
"332413","occ","","","31299","Birbalomys ibrahimshahi","species","345400","","Birbalomys ibrahimshahi","species","66524","Lutetian","","47.8","41.3","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Birbalomys"
"332414","occ","","","31299","Basalomys vandermeuleni","species","345402","","Basalomys vandermeuleni","species","66485","Lutetian","","47.8","41.3","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Basalomys"
"332415","occ","","","31299","Basalomys ijlsti","species","345403","","Basalomys ijlsti","species","67675","Lutetian","","47.8","41.3","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Basalomys"
"332416","occ","","","31299","Basalomys lavocati","species","345404","","Basalomys lavocati","species","66522","Lutetian","","47.8","41.3","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Basalomys"
"332417","occ","","","31299","Chapattimys wilsoni","species","66523","","Chapattimys wilsoni","species","66523","Lutetian","","47.8","41.3","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Chapattimys"
"332418","occ","","","31299","Chapattimys debruijni","species","66481","","Chapattimys debruijni","species","66481","Lutetian","","47.8","41.3","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Chapattimys"
"332419","occ","","","31299","Gumbatomys asifi","species","67025","","Gumbatomys asifi","species","67025","Lutetian","","47.8","41.3","8377","Chordata","Mammalia","Rodentia","Chapattimyidae","Gumbatomys"
"332420","occ","","","31299","cf. Advenimus bohlini","species","334462","recombined as","Saykanomys bohlini","species","334462","Lutetian","","47.8","41.3","8377","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Saykanomys"
"336657","occ","","","31606","Pseudocricetodon aff. moguntiacus","species","118396","","Pseudocricetodon moguntiacus","species","118396","Early Oligocene","","33.9","28.4","8520","Chordata","Mammalia","Rodentia","Cricetidae","Pseudocricetodon"
"336659","occ","32833","","31606","Pseudocricetodon philippi","species","94290","","Pseudocricetodon philippi","species","94290","Early Oligocene","","33.9","28.4","60703","Chordata","Mammalia","Rodentia","Cricetidae","Pseudocricetodon"
"336660","occ","32832","","31606","Paracricetodon n. sp. kodjayarmensis","species","118353","subjective synonym of","Paracricetodon dehmi","species","118350","Early Oligocene","","33.9","28.4","60703","Chordata","Mammalia","Rodentia","Cricetidae","Paracricetodon"
"336661","occ","32834","","31606","n. gen. Kerosinia n. sp. variabilis","species","333032","","Kerosinia variabilis","species","333032","Early Oligocene","","33.9","28.4","60703","Chordata","Mammalia","Rodentia","Cricetidae","Kerosinia"
"336662","occ","32836","","31606","Bransatoglis n. sp. sjeni","species","132054","","Bransatoglis sjeni","species","132054","Early Oligocene","","33.9","28.4","60703","Chordata","Mammalia","Rodentia","Gliridae","Bransatoglis"
"337086","occ","32831","","31605","Paracricetodon n. sp. kavakderensis","species","118352","subjective synonym of","Paracricetodon dehmi","species","118350","Early Oligocene","","33.9","28.4","60703","Chordata","Mammalia","Rodentia","Cricetidae","Paracricetodon"
"337087","occ","32835","","31605","Kerosinia variabilis","species","333032","","Kerosinia variabilis","species","333032","Early Oligocene","","33.9","28.4","60703","Chordata","Mammalia","Rodentia","Cricetidae","Kerosinia"
"337088","occ","32837","","31605","Bransatoglis sjeni","species","132054","","Bransatoglis sjeni","species","132054","Early Oligocene","","33.9","28.4","60703","Chordata","Mammalia","Rodentia","Gliridae","Bransatoglis"
"337093","occ","","","31606","Pseudocricetodon philippi","species","94290","","Pseudocricetodon philippi","species","94290","Early Oligocene","","33.9","28.4","8520","Chordata","Mammalia","Rodentia","Cricetidae","Pseudocricetodon"
"337094","occ","","","31606","Eucricetodon aff. dubius","species","94250","","Eucricetodon dubius","species","94249","Early Oligocene","","33.9","28.4","8520","Chordata","Mammalia","Rodentia","Cricetidae","Eucricetodon"
"337096","occ","","","31606","Suevosciurus ehingensis","species","374348","","Suevosciurus ehingensis","species","374348","Early Oligocene","","33.9","28.4","8520","Chordata","Mammalia","Rodentia","Theridomyidae","Suevosciurus"
"337099","occ","","","31604","Eumyarion cf. weinfurteri","species","118994","","Eumyarion weinfurteri","species","118994","Early Oligocene","","33.9","28.4","8520","Chordata","Mammalia","Rodentia","Cricetidae","Eumyarion"
"337101","occ","","","31605","Pseudocricetodon aff. moguntiacus","species","118396","","Pseudocricetodon moguntiacus","species","118396","Early Oligocene","","33.9","28.4","8520","Chordata","Mammalia","Rodentia","Cricetidae","Pseudocricetodon"
"337102","occ","","","31605","Pseudocricetodon philippi","species","94290","","Pseudocricetodon philippi","species","94290","Early Oligocene","","33.9","28.4","8520","Chordata","Mammalia","Rodentia","Cricetidae","Pseudocricetodon"
"337103","occ","","","31605","Suevosciurus fraasi","species","57356","","Suevosciurus fraasi","species","57356","Early Oligocene","","33.9","28.4","8520","Chordata","Mammalia","Rodentia","Theridomyidae","Suevosciurus"
"337108","occ","","","31601","Mirabella intermedia","species","91496","recombined as","Deperetomys intermedius","species","91496","Early Miocene","","23.03","15.97","8520","Chordata","Mammalia","Rodentia","Muridae","Deperetomys"
"340894","occ","","","32144","Sivapithecus indicus","species","133688","","Sivapithecus indicus","species","133676","Late Miocene","","11.608","5.333","8656","Chordata","Mammalia","Primates","Hominidae","Sivapithecus"
"348021","occ","","","32899","Basilosaurus isis","species","53287","","Basilosaurus isis","species","62984","Priabonian","","38","33.9","8811","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus"
"357634","occ","10693","","34043","Kolpochoerus evronensis","species","57608","","Kolpochoerus evronensis","species","57607","Pleistocene","","2.588","0.0117","8962","Chordata","Mammalia","Artiodactyla","Suidae","Kolpochoerus"
"357637","occ","","","34043","Bos cf. primigenius","species","367674","","Bos primigenius","species","367674","Pleistocene","","2.588","0.0117","8962","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
"357639","occ","","","34043","Gazella cf. gazella","species","231403","","Gazella gazella","species","231402","Pleistocene","","2.588","0.0117","8962","Chordata","Mammalia","Artiodactyla","Bovidae","Gazella"
"358468","occ","11022","","34102","Canis lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","10946","Chordata","Mammalia","Carnivora","Canidae","Canis"
"358553","occ","11023","","34104","Canis lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","10946","Chordata","Mammalia","Carnivora","Canidae","Canis"
"358554","occ","11024","","34104","Xenocyon lycaonoides","species","301921","","Xenocyon lycaonoides","species","301921","Pleistocene","","2.588","0.0117","10946","Chordata","Mammalia","Carnivora","Canidae","Xenocyon"
"358555","occ","","","34104","Meles ex gr. meles","species","157470","","Meles meles","species","104171","Pleistocene","","2.588","0.0117","8649","Chordata","Mammalia","Carnivora","Mustelidae","Meles"
"358556","occ","","","34104","Pachycrocuta brevirostris","species","366709","","Pachycrocuta brevirostris","species","366708","Pleistocene","","2.588","0.0117","8649","Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta"
"358558","occ","","","34104","Panthera gombaszoegensis","species","56003","","Panthera gombaszoegensis","species","56002","Pleistocene","","2.588","0.0117","8649","Chordata","Mammalia","Carnivora","Felidae","Panthera"
"358621","occ","","","34105","Stegodon cf. trigonocephalus","species","161878","","Stegodon trigonocephalus","species","161878","Middle Pleistocene","","0.781","0.126","8978","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"358622","occ","","","34105","Mammuthus trogontherii","species","395360","","Mammuthus trogontherii","species","159796","Middle Pleistocene","","0.781","0.126","8978","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"358624","occ","","","34105","Dicerorhinus hemitoechus","species","54875","recombined as","Stephanorhinus hemitoechus","species","54874","Middle Pleistocene","","0.781","0.126","8978","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Stephanorhinus"
"358625","occ","","","34105","Hippopotamus cf. behemoth","species","186497","","Hippopotamus behemoth","species","186497","Middle Pleistocene","","0.781","0.126","8978","Chordata","Mammalia","Artiodactyla","Hippopotamidae","Hippopotamus"
"358627","occ","","","34105","Giraffa camelopardalis","species","133600","","Giraffa camelopardalis","species","104245","Middle Pleistocene","","0.781","0.126","8978","Chordata","Mammalia","Artiodactyla","Giraffidae","Giraffa"
"358630","occ","","","34105","Bos primigenius","species","367674","","Bos primigenius","species","367674","Middle Pleistocene","","0.781","0.126","8978","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
"358631","occ","","","34105","Bison priscus","species","44526","","Bison priscus","species","52615","Middle Pleistocene","","0.781","0.126","8978","Chordata","Mammalia","Artiodactyla","Bovidae","Bison"
"358633","occ","","","34105","Crocuta crocuta","species","53881","","Crocuta crocuta","species","232133","Middle Pleistocene","","0.781","0.126","8978","Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta"
"358634","occ","","","34105","Crocidura suaveolens","species","376808","","Crocidura suaveolens","species","376807","Middle Pleistocene","","0.781","0.126","8981","Chordata","Mammalia","NO_ORDER_SPECIFIED","Soricidae","Crocidura"
"362817","occ","","","34368","Vulpes vulpes","species","52691","","Vulpes vulpes","species","44890","Middle Pleistocene","","0.781","0.126","9031","Chordata","Mammalia","Carnivora","Canidae","Vulpes"
"362818","occ","","","34368","Ursus aff. deningeri","species","376909","","Ursus deningeri","species","376909","Middle Pleistocene","","0.781","0.126","9031","Chordata","Mammalia","Carnivora","Ursidae","Ursus"
"362819","occ","","","34368","Meles meles","species","157470","","Meles meles","species","104171","Middle Pleistocene","","0.781","0.126","9031","Chordata","Mammalia","Carnivora","Mustelidae","Meles"
"362828","occ","","","34368","Apodemus mystacinus","species","394167","","Apodemus mystacinus","species","394167","Middle Pleistocene","","0.781","0.126","9031","Chordata","Mammalia","Rodentia","Muridae","Apodemus"
"362839","occ","","","34368","Castor fiber","species","54309","","Castor fiber","species","54309","Middle Pleistocene","","0.781","0.126","9031","Chordata","Mammalia","Rodentia","Castoridae","Castor"
"362841","occ","","","34368","Microtus arvalis","species","104950","","Microtus arvalis","species","104949","Middle Pleistocene","","0.781","0.126","9031","Chordata","Mammalia","Rodentia","Cricetidae","Microtus"
"362842","occ","","","34368","Microtus oeconomus","species","104961","","Microtus oeconomus","species","48599","Middle Pleistocene","","0.781","0.126","9031","Chordata","Mammalia","Rodentia","Cricetidae","Microtus"
"362845","occ","","","34368","Lagurus pannonicus","species","99467","","Lagurus pannonicus","species","99467","Middle Pleistocene","","0.781","0.126","9031","Chordata","Mammalia","Rodentia","Cricetidae","Lagurus"
"362871","occ","","","34370","Centralomys magnus","species","94539","","Centralomys magnus","species","94538","Ruscinian","","5.333","3.2","9586","Chordata","Mammalia","Rodentia","Muridae","Centralomys"
"362875","occ","","","34370","Mesocricetus cf. primitivus","species","91461","","Mesocricetus primitivus","species","91461","Ruscinian","","5.333","3.2","9586","Chordata","Mammalia","Rodentia","Cricetidae","Mesocricetus"
"362877","occ","","","34370","Mimomys davakosi","species","86393","","Mimomys davakosi","species","86393","Ruscinian","","5.333","3.2","9586","Chordata","Mammalia","Rodentia","Cricetidae","Mimomys"
